0.554703,0.333802,0.904994,7.84839E-05,0.707107,0.707107,9.32871E-05
0.55477,0.333708,0.905081,0.0002307,0.707107,0.707107,0.000134703
0.558846,0.323742,0.907505,0.00815486,0.707044,0.707107,0.00458222
0.563251,0.312516,0.910235,0.0170197,0.706835,0.707109,0.00955595
0.574183,0.28219,0.917614,0.0406392,0.705554,0.707122,0.0228144
0.583297,0.253415,0.924628,0.0626166,0.703413,0.707144,0.0351764
0.593561,0.215252,0.933945,0.0910988,0.699253,0.707189,0.0512841
0.604076,0.164751,0.946321,0.12763,0.691568,0.707273,0.0721722
0.612059,0.106262,0.960775,0.168311,0.679748,0.707405,0.0958705
0.615845,0.0390056,0.977635,0.212949,0.662508,0.707601,0.122627
0.614425,-0.0210297,0.992982,0.250848,0.643973,0.707813,0.146202
0.602019,-0.12052,1.01925,0.309521,0.606941,0.708246,0.184952
0.579373,-0.211032,1.04436,0.358198,0.566465,0.708731,0.220253
0.54322,-0.305179,1.07218,0.403649,0.517289,0.709338,0.257527
0.503143,-0.381456,1.09645,0.436112,0.471741,0.709919,0.288586
0.407077,-0.510712,1.14299,0.480172,0.380724,0.711144,0.344613
0.33671,-0.578698,1.17185,0.496017,0.323748,0.711962,0.377179
0.255447,-0.639409,1.20217,0.503777,0.26492,0.712859,0.409705
0.120015,-0.709719,1.24844,0.499429,0.179818,0.714278,0.456117
0.00702596,-0.745072,1.28465,0.483792,0.119245,0.715411,0.489809
-0.102678,-0.761942,1.31874,0.460601,0.0686769,0.71648,0.51941
-0.225365,-0.761541,1.35644,0.427008,0.0215472,0.717641,0.549719
-0.299821,-0.751256,1.37944,0.403232,-0.00205923,0.718328,0.566926
-0.383571,-0.730011,1.40574,0.373793,-0.0237851,0.719083,0.585349
-0.456924,-0.702098,1.42944,0.345902,-0.0382112,0.719724,0.60074
-0.507994,-0.676816,1.4465,-0.325446,0.0454115,-0.720156,-0.611063
-0.5816,-0.630297,1.47228,-0.294672,0.0510235,-0.720748,-0.625369
-0.615223,-0.604282,1.4847,-0.280195,0.0514024,-0.721002,-0.631668
-0.656613,-0.567125,1.50078,-0.262123,0.0496048,-0.721293,-0.639193
-0.677135,-0.546182,1.50917,-0.253102,0.0476361,-0.721426,-0.642818
-0.691688,-0.53013,1.51532,-0.246701,0.0457408,-0.721514,-0.64534
-0.712036,-0.50575,1.52427,-0.237775,0.0423048,-0.721627,-0.648789
-0.720655,-0.494645,1.5282,-0.234013,0.0405407,-0.721671,-0.65022
-0.726181,-0.487254,1.53077,-0.23161,0.0393034,-0.721697,-0.651127
-0.728284,-0.484382,1.53176,-0.230697,0.0388096,-0.721706,-0.651469
